"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2008-01",100.1525,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2008-02",99.95133,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2008-03",99.79089,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2008-04",99.571,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2008-05",99.37769,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2008-06",99.16188,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2008-07",98.95624,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2008-08",99.02034,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2008-09",99.14039,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2008-10",99.12989,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2008-11",99.0743,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2008-12",99.00032,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2009-01",98.93152,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2009-02",98.86816,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2009-03",98.85598,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2009-04",99.03787,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2009-05",99.30125,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2009-06",99.47269,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2009-07",99.65456,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2009-08",99.86536,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2009-09",100.0461,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2009-10",100.179,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2009-11",100.377,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2009-12",100.5515,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2010-01",100.649,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2010-02",100.5947,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2010-03",100.4303,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2010-04",100.1795,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2010-05",100.0604,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2010-06",100.0531,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2010-07",100.1131,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2010-08",100.1554,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2010-09",100.1589,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2010-10",100.1597,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2010-11",100.1175,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2010-12",100.0804,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2011-01",100.2031,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2011-02",100.3252,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2011-03",100.3543,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2011-04",100.2969,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2011-05",100.1589,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2011-06",100.0029,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2011-07",99.79214,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2011-08",99.33445,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2011-09",98.84626,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2011-10",98.48067,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2011-11",98.29802,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2011-12",98.14906,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2012-01",98.09293,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2012-02",98.15788,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2012-03",98.22086,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2012-04",98.28387,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2012-05",98.21087,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2012-06",98.22951,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2012-07",98.45124,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2012-08",98.60552,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2012-09",98.68877,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2012-10",98.58652,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2012-11",98.29609,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2012-12",98.13467,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2013-01",98.05328,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2013-02",97.95116,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2013-03",98.09826,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2013-04",98.36682,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2013-05",98.5313,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2013-06",98.51754,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2013-07",98.47353,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2013-08",98.59498,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2013-09",98.86338,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2013-10",99.27757,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2013-11",99.71468,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2013-12",100.0337,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2014-01",100.2502,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2014-02",100.4406,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2014-03",100.5614,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2014-04",100.5762,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2014-05",100.6054,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2014-06",100.6174,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2014-07",100.5286,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2014-08",100.4153,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2014-09",100.3787,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2014-10",100.3994,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2014-11",100.374,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2014-12",100.3533,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2015-01",100.344,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2015-02",100.3769,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2015-03",100.4569,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2015-04",100.495,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2015-05",100.5813,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2015-06",100.6759,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2015-07",100.7115,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2015-08",100.7574,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2015-09",100.7836,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2015-10",100.7918,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2015-11",100.8125,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2015-12",100.7556,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2016-01",100.5896,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2016-02",100.387,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2016-03",100.2316,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2016-04",100.1969,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2016-05",100.2435,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2016-06",100.3354,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2016-07",100.3586,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2016-08",100.4409,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2016-09",100.6345,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2016-10",100.8335,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2016-11",100.9452,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2016-12",101.0091,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2017-01",101.0609,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2017-02",101.14,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2017-03",101.1666,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2017-04",101.1334,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2017-05",101.0671,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2017-06",101.1088,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2017-07",101.2153,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2017-08",101.271,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2017-09",101.2629,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2017-10",101.261,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2017-11",101.2378,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2017-12",101.2463,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2018-01",101.2322,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2018-02",101.2131,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2018-03",101.1983,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2018-04",101.1618,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2018-05",101.1146,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2018-06",101.1071,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2018-07",101.1107,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2018-08",101.0378,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2018-09",100.9139,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2018-10",100.7159,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2018-11",100.4955,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2018-12",100.2481,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2019-01",100.0155,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2019-02",99.89759,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2008-01",101.7335,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2008-02",101.2952,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2008-03",101.0104,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2008-04",100.8107,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2008-05",100.5832,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2008-06",100.2374,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2008-07",99.79859,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2008-08",99.29797,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2008-09",98.75405,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2008-10",98.21675,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2008-11",97.74757,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2008-12",97.39318,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2009-01",97.09081,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2009-02",96.76972,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2009-03",96.40047,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2009-04",96.06303,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2009-05",95.91095,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2009-06",96.10376,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2009-07",96.55398,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2009-08",97.19987,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2009-09",98.02086,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2009-10",98.85716,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2009-11",99.51275,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2009-12",99.84296,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2010-01",100.0228,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2010-02",100.2774,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2010-03",100.7619,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2010-04",101.3682,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2010-05",101.931,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2010-06",102.3134,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2010-07",102.5347,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2010-08",102.5984,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2010-09",102.4812,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2010-10",102.2787,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2010-11",102.0817,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2010-12",101.9373,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2011-01",101.8045,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2011-02",101.609,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2011-03",101.2861,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2011-04",100.8863,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2011-05",100.47,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2011-06",100.0787,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2011-07",99.7228,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2011-08",99.41779,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2011-09",99.18498,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2011-10",99.00144,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2011-11",98.85907,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2011-12",98.77448,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2012-01",98.75773,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2012-02",98.84922,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2012-03",99.08878,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2012-04",99.37648,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2012-05",99.58279,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2012-06",99.61044,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2012-07",99.53777,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2012-08",99.46599,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2012-09",99.46674,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2012-10",99.52879,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2012-11",99.63405,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2012-12",99.77227,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2013-01",99.91254,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2013-02",100.0189,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2013-03",100.0639,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2013-04",100.0762,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2013-05",100.0922,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2013-06",100.1402,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2013-07",100.2213,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2013-08",100.3398,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2013-09",100.5004,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2013-10",100.6685,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2013-11",100.7967,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2013-12",100.8445,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2014-01",100.8374,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2014-02",100.8023,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2014-03",100.7576,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2014-04",100.7314,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2014-05",100.7582,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2014-06",100.8574,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2014-07",100.9589,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2014-08",100.9585,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2014-09",100.7729,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2014-10",100.4942,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2014-11",100.2404,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2014-12",100.0976,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2015-01",100.0382,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2015-02",100.0247,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2015-03",100.0314,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2015-04",100.0192,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2015-05",99.93981,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2015-06",99.7578,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2015-07",99.54084,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2015-08",99.3793,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2015-09",99.34092,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2015-10",99.37004,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2015-11",99.39479,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2015-12",99.36671,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2016-01",99.30476,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2016-02",99.24207,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2016-03",99.20668,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2016-04",99.20286,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2016-05",99.24043,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2016-06",99.33244,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2016-07",99.45152,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2016-08",99.56996,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2016-09",99.67278,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2016-10",99.77145,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2016-11",99.88343,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2016-12",100.0159,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2017-01",100.1361,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2017-02",100.1924,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2017-03",100.1479,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2017-04",100.0772,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2017-05",100.0855,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2017-06",100.2532,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2017-07",100.5022,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2017-08",100.7301,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2017-09",100.8641,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2017-10",100.935,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2017-11",100.9842,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2017-12",101.0344,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2018-01",101.0812,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2018-02",101.1031,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2018-03",101.0747,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2018-04",101.0046,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2018-05",100.896,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2018-06",100.7481,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2018-07",100.5964,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2018-08",100.4889,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2018-09",100.4656,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2018-10",100.4941,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2018-11",100.5403,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2008-01",99.39918,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2008-02",99.2289,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2008-03",99.08219,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2008-04",98.88686,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2008-05",98.63234,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2008-06",98.36938,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2008-07",98.25388,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2008-08",98.26804,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2008-09",98.32081,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2008-10",98.36915,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2008-11",98.45561,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2008-12",98.41917,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2009-01",98.36562,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2009-02",98.3127,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2009-03",98.36405,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2009-04",98.56652,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2009-05",98.76847,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2009-06",98.91398,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2009-07",98.97632,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2009-08",99.03825,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2009-09",99.27476,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2009-10",99.57513,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2009-11",99.8332,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2009-12",99.96294,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2010-01",100.0017,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2010-02",99.89015,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2010-03",99.7043,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2010-04",99.49628,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2010-05",99.29955,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2010-06",99.18645,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2010-07",99.1789,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2010-08",99.2412,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2010-09",99.28751,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2010-10",99.37541,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2010-11",99.4339,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2010-12",99.34096,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2011-01",99.21126,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2011-02",99.11285,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2011-03",99.03133,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2011-04",98.96819,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2011-05",98.97726,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2011-06",98.95687,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2011-07",98.85158,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2011-08",98.64236,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2011-09",98.48205,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2011-10",98.37782,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2011-11",98.23106,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2011-12",98.21253,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2012-01",98.38235,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2012-02",98.69347,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2012-03",99.0326,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2012-04",99.24013,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2012-05",99.35798,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2012-06",99.30167,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2012-07",99.08865,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2012-08",98.86446,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2012-09",98.60405,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2012-10",98.42635,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2012-11",98.37296,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2012-12",98.39032,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2013-01",98.38298,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2013-02",98.34684,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2013-03",98.25601,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2013-04",98.14419,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2013-05",98.0449,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2013-06",98.11841,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2013-07",98.37479,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2013-08",98.67563,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2013-09",98.83882,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2013-10",98.8194,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2013-11",98.71183,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2013-12",98.72433,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2014-01",98.78974,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2014-02",98.83905,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2014-03",98.85629,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2014-04",98.81427,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2014-05",98.7626,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2014-06",98.73431,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2014-07",98.75237,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2014-08",98.7526,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2014-09",98.73123,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2014-10",98.75964,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2014-11",98.88535,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2014-12",99.07355,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2015-01",99.26196,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2015-02",99.42849,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2015-03",99.52319,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2015-04",99.5576,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2015-05",99.52517,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2015-06",99.50216,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2015-07",99.49958,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2015-08",99.5915,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2015-09",99.72201,
